cityid,cidade,lat,long,diasfrom,date,text
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 13:00:19+00:00,Tomanocu sonhei que tava com falta de ar coriza e tosse seca. Ia ter que ir no médico pq tava suspeitando de corona e eu torcendo pro hospital estar vazio Aí tava numa fila e o pessoal tudo grudado eu fui pro final dela gritando "DOIS METROS DE DISTÂNCIA NA FILA"
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:56:19+00:00,estou com frio com febre e resfriada gente pq me diz
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:54:09+00:00,(cont) foram cancelados 4. Fechou a fronteira para vários países ainda no início da pandemia 5. Os que chegam da Europa ficam em quarentena por 14 dias (como a febre testada ainda no aeroporto) --&gt; nada disso ocorre aqui não se compara!
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:50:03+00:00,Você já teve pneumonia na vida? Imagino que a falta de ar ser causada pela pneumonia que o vírus causa então deve ser parecida (mas é só um achismo meu tentando fazer um raciocínio lógico).
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:48:14+00:00,40°de febre tomando soro e medicação 
151,Barueri- São Paulo- Brazil,-23.51056,-46.87611,1,2020-03-25 12:48:08+00:00,- AVISO O Coronavírus antes de alcançar o pulmão permanece na garganta por dias esse é o tempo que a tosse e a dor na garganta inicia. Se tomar muita água e gargarejo com sal ou vinagre o vírus não é eliminado. Porque a única solução é dar uma bela mamada na minha rola.
167,Pirituba-Jaraguá- São Paulo- Brazil,-23.46561,-46.72812,1,2020-03-25 12:47:50+00:00,+junto com a falta de ar que eh o diagnóstico diferencial. Se cuida!
162,Cotia- São Paulo- Brazil,-23.60389,-46.91917,1,2020-03-25 12:47:35+00:00,Como um adulto alto forte bonito e teoricamente super bem alimentado como a Ana Hickmann tem febre alta sem ser o tal #COVIDー19 ??? Não é esquisito? Ainda acho que tem muita gente usando o vírus só para se aparecer.
167,Pirituba-Jaraguá- São Paulo- Brazil,-23.46561,-46.72812,1,2020-03-25 12:47:09+00:00,Eu tbm tenho asma fica tranquila e segue com seu tratamento habitual. Tava com crise esses dias por causa de alergia com agua sanitaria e alcool (limpeza da minha casa ultimamente). Segui com o tratamento e to melhor. Acho melhor ficar atenta caso vc sinta mal estar e febre+
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:47:01+00:00,Eu sei tava tentando descontrair. Tive bronquite por muito tempo e ainda sinto falta de ar com alguma frequência. Mas também tenho histórico de atleta então tá de boa.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:44:07+00:00,Eu vi uns vídeos (tb n aconselho procurar) e é aquela falta de ar que dá quando você toma um hiper mega caldo na praia que vc até perde o rumo....só o dia inteiro daquele jeito desesperador de "cadê o ar?"
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:43:40+00:00,Calma pode ser só uma infecção. Monitore a febre mas se começar a ter problemas respiratórios corre pro socorro vai ficar tudo bem
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:41:17+00:00,Oi Bic! A falta de ar do corona dificilmente vem sozinha geralmente vem com febre e sintomas gripais. Vc tem asma? Pode ser isso? Esse clima apreensivo também tem desencadeado crises de ansiedade e pânico (que podem se manifestar por falta de ar). Fique bem 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:41:00+00:00,Eu acho que minha falta de ar é de ansiedade
175,Freguesia-Brasilândia- São Paulo- Brazil,-23.48419,-46.69576,1,2020-03-25 12:40:45+00:00,Sem falar q sempre fez parte deles medir a temperatura de quem entra no país no aeroporto de tem alguém com um pouco de febre já é mandando pra uma sala reservada pra fazer exames e isso não é de agora só por causa do vírus sempre foi assim
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:40:21+00:00,QP: tosse HDA: Refere tosse seca + dispnéia e febre aferida há 4 dias HPP: Atleta. FAB em hipocôndrio direito há 2 anos. Multiplas cirurgias abdominais. HD: IVAS? Coronavírus descartado por história pregressa de atleta. Conduta: Sair do poder + dipirona VO
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:39:54+00:00,Shawn Mendes faz doação generosa para ajudar pacientes com Coronavíus: http://febreteen.com.br/2020/03/shawn-mendes-faz-doacao-generosa-para-ajudar-pacientes-com-coronavius/ RT
148,Sorocaba- São Paulo- Brazil,-23.50167,-47.45806,1,2020-03-25 12:38:50+00:00,é como afogamento tenho um vídeo de uma pessoa com os sintomas é horrível. Sua falta de ar pode ser ansiedade pânico com a pandemia. Se cuida!
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:38:38+00:00,Esse é o questionamento q smp me faço considerando q tenho asma e falta d ar é coisa recorrente por aqui. Acredito q deve ser preocupante qdo tem outro sintoma aliado (mas p quem tem rinite complica reconhecer). Eu coloquei como corte p mim ir ao médico só se tiver febre alta.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:35:39+00:00,Acho que se não vir acompanhado de febre pode ficar tranquila
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:34:58+00:00,Controle nos aeroportos detectaria casos com febre mas e a grande maioria sem febre de assintomáticos?
54,Bragança Paulista- São Paulo- Brazil,-22.9527,-46.54418,1,2020-03-25 12:34:23+00:00,não dormi poha nenhuma essa noite sonhei a noite toda c essa merda toda....... acordei agr morrendo de dor c febre dnv meu deussssssss
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:33:56+00:00,Niall Horan revela momento que mais passou vergonha por causa de seus fãs: "Eu quase chorei": https://febreteen.com.br/2020/03/niall-horan-revela-momento-em-que-mais-passou-vergonha-por-causa-de-seus-fas-eu-quase-chorei/ RT
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:32:37+00:00,Estrela de "Pretty Little Liars: The Perfectionists" está esperando um bebê: https://febreteen.com.br/2020/03/estrela-de-pretty-little-liars-the-perfectionists-esta-esperando-um-bebe/ RT #PLLThePerfectionists
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:31:49+00:00,Tudo que posso dizer pra cidades que ouviram ontem o Bolsonaro e abriram as portas dos comércios perguntem quantos leitos de UTI tem na sua região. Quando seu parente morrer de falta de ar na sua frente se lembre desse dia!
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:31:38+00:00,Coriza mto menos tosse.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:30:56+00:00,aí que legal acordei ansiosa com uma puta falta de ar
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:29:45+00:00,Harry Styles anuncia adiamento de shows da turnê por causa de Coronavírus: https://febreteen.com.br/2020/03/harry-styles-anuncia-adiamaneto-de-shows-da-turne-por-causa-de-cornovirus/ RT
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:28:43+00:00,Falou o milionário... Seu babaca vc não sabe a realidade do povo brasileiro. Vc vai vir pagar minhas contas?!?! Sustentar meus filhos?!?!? Então...eu que lute!!!! Quero voltar a trabalhar. Eu lá tenho medo de gripe filhão pobre trabalha com febre de 40° graus sem mimimi
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:27:51+00:00,Sei que é um karma horrível desejar o mal a alguém mas... como desejo que o Bolsonaro se contamine e sofra muito com esse vírus! E espero que não morra. Que sobreviva com a capacidade pulmonar completamente comprometida para ter dificuldade para respirar o resto da vida!
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:18:29+00:00,Testar se tem febre. Cingapura faz isso desde janeiro e mantém o controle dos espaços. Fui no supermercado ontem que deu luva de plástico antes de pegar o carrinho e controlou entrada pra manter corredores vazios. Funcionou perfeitamente.
150,São José dos Campos- São Paulo- Brazil,-23.17944,-45.88694,1,2020-03-25 12:15:46+00:00,Meu sobrinho acordou com febre se Deus quiser não vai ser nada 
150,São José dos Campos- São Paulo- Brazil,-23.17944,-45.88694,1,2020-03-25 12:15:10+00:00,No Japão é comum que pessoas que demonstram sintomas de doenças mantenham o "afastamento social",e quando precisam sair elas utilizam máscaras por estarem sintomáticas tem uma etiqueta da tosse absolutamente bem estabelecida.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:09:56+00:00,Se for essa tosse seca representada pelo desenho to fora
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:07:28+00:00,Lucca com bronquite atacada e febre alta no meio desse inferno... coração tá como?
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:06:33+00:00,Tive que tomar remédio pra febre novamente na noite passada e fiz um chá com gengibre por causa da garganta Acordei me sentindo melhor mas sei que ainda não estou curado
176,Tatuí- São Paulo- Brazil,-23.35556,-47.85694,1,2020-03-25 12:02:30+00:00,Já acordei cansada e com a minha mãe ligando na vigilância epidemiológica falando de dor no corpo e febre.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:01:00+00:00,Sem mostrar seus exames para Covid-19 Bolsonaro é flagrado em acesso de tosse durante reunião com ministros; assista 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 12:00:58+00:00,Bom Dilma. Odeio certo nos piores momentos. Discuti com meus pais sobre como era melhor ficar em SP do que voltar para Campinas nessa quarentena pq n queria arriscar eles e nem me arriscar de contaminação. Hj de manhã mamis foi para o hospital c/ mt tosse e falta de ar
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:51:38+00:00,Acordei com febre infelizmente . Falta de ar tá melhorando já fiz uma inalação Agr tô tomando um chá #DeusnoControle
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:48:56+00:00,Estou espirrando que nem um condenado desde comecei a quarentena... Será que é o coronga? Não tenho febre nem tosse 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:47:44+00:00,Acordei com febre e dor de garganta (mas isso pode ser pq sou fumante) e agora estou novamente paranóica
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:44:07+00:00,Camila Cabello adia turnê por conta da pandemia do Coronavírus: "Estou tão triste": http://febreteen.com.br/2020/03/camila-cabello-adia-turne-por-conta-da-pandemia-do-coronavirus-estou-tao-triste/ RT
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:43:09+00:00,Ligou uma mãe aqui querendo marcar consulta pq o filho apresenta febre e coriza e acabou de chegar dos EUA ata
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:38:39+00:00,Cuidado mulher todos os anos as pessoas vão ao médico principalmente no inverno e enchem hospitais c sintomas de febre dor no corpo tosse às vezes c pneumonia. O médico diz: é uma virose manda vc pra casa c dipirona xarope e se tiver com pneumonia antibiótico e repouso.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:37:27+00:00,Bom dia. Dia 12. "Com meu histórico de atleta". Tosse parece q foi embora. Respiração a 95%. Caminhando pra 100%.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:36:07+00:00,E minha mãe que ontem começou a ter febre e dor no corpo. Aí começo a pirar
146,Guarulhos- São Paulo- Brazil,-23.46278,-46.53333,1,2020-03-25 11:35:05+00:00,bom dia pra mim que estou queimando de febre e infelizmente no trabalho que ódio
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:32:55+00:00,Os brasileiros vão voltar a trabalhar. Vão ficar doentes e transmitir a doença. Seus idosos vão adoecer e precisar de hospitais. Os mais jovens podem precisar de hospitais se tiverem falta de ar e outros problemas de saúde. +
150,São José dos Campos- São Paulo- Brazil,-23.17944,-45.88694,1,2020-03-25 11:25:25+00:00,#BolsonaroTemRazão Todos os anos o Brasil perde vidas para cancer aids dengue Zika H1N1 gripe comum bala perdida acidente de transito febre amarela malaria hepatite e agora me vem com essa quarentena tosca ?? Eu vou infartar é se não tiver dinheiro pra comida...
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:24:22+00:00,E ele tinha até razões pessoais para fazer isso; ele perdeu uma filha para a Febre Amarela quando ainda era conselheiro do império;
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:24:22+00:00,Só pra dar exemplo contrário o presidente Rodrigues Alves num gesto de coragem e responsabilidade deu Carta Branca a Oswaldo Cruz para o combate à Febre Amarela e a Varíola que grassavam e matavam
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:21:30+00:00,Tosse seca e coriza é.... deu ruim pra mim
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:17:47+00:00,To vendo geral falando que as ruas estão cheias de febre perambulando por causa do inútil do presidente
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:17:04+00:00,Justamente por isso que a informação correta deve ser disseminada para todos como você que há 20 minutos atrás não conhecia este gráfico A recomendação das autoridades de saúde é: Se puder fique em casa e só vá ao hospital se sentir falta de ar
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:08:51+00:00,Acordei ruim com dor no peito e falta de ar... Nada de bom dia
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:08:23+00:00,1 a falta de ar agora a dor de cabeça eu to ficando com medo
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 11:03:55+00:00,Aô #BDSP... Se vai proteger espirro e tosse com o cotovelo NÃO SAIA POR AÍ APERTANDO BOTÃO NA RUA COM O COTOVELO
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 10:48:58+00:00,Eu estou numa pilha que quando o ônibus começa a ficar cheio eu começo a sentir falta de ar de pânico... É PSICOLÓGICO BIANCAAAAA
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 10:46:00+00:00,tenho tido falta de ar de novo aquela sensação da minha garganta fechando uns pensamentos aleatórios constantes e medo muito medo mas não por mim pelas pessoas que eu amo
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 10:46:00+00:00,Eu to mal pra porra ainda mas sigo no quadro de sinusite crônica. Minha mãe descobriu a febre e me ameaçou falando que se “eu for pra aula ter a minha energia restante sugada por um computador” ela me joga na piscina e piora a minha saúde. A quarentena deixou ela mais doida.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 10:38:34+00:00,Post promovido de febre amarela pra dar aquela mudada de assunto Ministério?
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 10:34:22+00:00,Não entendeu que o problema é o Sistema de Saúde que não comporta?? Está doença causa necessidade de UTI e Não há UTI suficiente. A quarentena é somente para todo mundo não ficar doente ao mesmo tempo!!!!! Senão vão morrer de falta de ar na rua!!!! Entendeu ou quer que desenhe
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 10:26:53+00:00,eu to com uma febre que nem consigo levantar para tomar o remédio
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 10:16:52+00:00,Já acordei com falta de ar e tendo que recorrer à inalação.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 10:14:42+00:00,Aqui na empresa estão medindo a febre pra poder entrar! Chegando aqui o termômetro deu 28•c descobri que to morto!
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 10:14:06+00:00,Man eu to com mó falta de ar to meio em shock KKKKKKJ
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 10:08:47+00:00,@mariana_godoy Bolsonaro contraia seu próprio Ministério da Saúde. Incoerência ou febre?
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 10:05:34+00:00,meu deus eu nao aguento mais essa tosse eu só queria dormir
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 10:02:49+00:00,acordei tossindo falta de ar bom dia?
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 09:52:23+00:00,aqui deitadinha com febre
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 09:23:03+00:00,e vamos de febre emocional 
172,Itapevi- São Paulo- Brazil,-23.54889,-46.93417,1,2020-03-25 09:00:53+00:00,Acordou com os seguintes sintomas: febre alta tosse e dificuldade em respirar por favor vá ao Centro de Combate ao Coronavírus que fica na Rua José Michelotti 97 na Vila Nova Itapevi e funciona 24 horas por dias em todos os dias da semana. #FIQUEemCASA
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 08:59:48+00:00,Teve erros. Correto dizer que o povo com saúde deve trabalhar errou a não mostrar mais seriedade..não precisava minimizar como gripinha...somente dizer que já tivemos a Sars e a H1N1 e que febre amarela...e o país não parou. Poupemos as pessoas em situação de risco! Vamos!!
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 08:51:02+00:00,É como diz o poeta: "Antigamente se tossia pra disfarçar o peido hoje se peida pra disfarçar a tosse."
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 08:49:28+00:00,eu estou com uma tosse ja a alguns dias mas so vou no medico se piorar
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 08:15:31+00:00,PT não passava numa tosse ou em um espirro sgt. Isso que esse cara fez é molecagem. Ele tocou o foda-se nos idosos pq primeiro vem a economia. Foi contra boa parte dos brasileiros inclusive de quem o elegeu. Tem meia dúzia de baba ovo que baixa as calças pra td q ele faz...
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 08:15:02+00:00,@VittorGuidoni como vc é um estudante renomado gostaria de saber algo se a salmonela não sobrevive a altas temperaturas caso contraímos salmonela e tivermos uma febre alta matamos a salmonela e nos curamos?
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 08:05:19+00:00,Acordei ssa hora com febre muita tosse parecendo desidratada. Mas é só uma gripinha que vai passar. Ces tem noção q é grave? Esse é meu atestado diferentão. #ficaemcasa #FiqueEmCasa #ImpeachmentDeBolsonaro
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 07:51:26+00:00,Anel inteligente é o novo aliado dos EUA para medir febre no coronavírus 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 07:31:42+00:00,Gente doente com febre falta de ar de cama não aguenta trabalhar! Se tá incomodado com as pessoas preservando a própria saúde veste o seu terninho e VAI VC.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 07:24:44+00:00,Febre vai e volta 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 07:18:59+00:00,Reitero q não olhem as redes sociais do seu ex as 4h da manhã em meio a uma crise de tosse
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 07:11:03+00:00,Morrer de tosse ou parar de fumar?
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:50:18+00:00,Noite longa .. Manuela com febre Miguel tossindo só preocupação 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:49:01+00:00,A febre do ouro é pior que a do rato #pax
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:48:24+00:00,Brigam tanto por causa do Coronavírus e MUITA gente nem vacina toma. Aí querem vir falar de Corona e que muita gente vai morrer. Muita gente ainda morre de H1N1 febre amarela sarampo e o povo fala que vacina dá autismo. POR ISSO QUE NÃO SABEM O QUE É LOCK DOWN VERTICAL 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:41:28+00:00,e não sei o que fazer
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:41:00+00:00,só não quero perde-lo mas acho ele mesmo já se perdeu
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:40:28+00:00,nao sei pq to dizendo isso aqui ele nem tem twitter
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:39:31+00:00,acho que nunca senti tanto a sensação de que preciso que ele esteja comigo quero pegar nas mãos dele e mostrar que eu estou aqui pra ajudar a carregar o fardo que ele carrega ele têm mil capacidades só queria que enxergasse isso
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:38:30+00:00,Huahahahahah
174,São Caetano do Sul- São Paulo- Brazil,-23.62306,-46.55111,1,2020-03-25 06:33:09+00:00,E eu q qualquer falta de ar ja acho q é corona sempre esqueco q tenho asma kkkkkkkkkkkk
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:30:56+00:00,tosse todo mundo tossindo
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:21:58+00:00,Eu não sei se estou com Coronavirus... tenho tido algubs sintomas mas cada um por vez tipo de manhã estava com coriza depois que passou fiquei com dor no peito já tive falta de ar quando ando fico com fadiga e tenho alguns calafrios tipo arrepios como se fosse pico de febre
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:20:25+00:00,não sei se tô com calor ou febre
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:18:05+00:00,Corrente pesada só Fav se você realmente vai fazer (PESADA) 1- óbvio 2- 1 opção 3- sim 4- A 5- 20 6- @PatriciaZambon 7- namorava 8- adidas 9- crack 10- fácil 11- sim
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:17:50+00:00,R&B francês. Boa noite
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:17:08+00:00,Ascende um Beck lembra di mimm
170,Itaquaquecetuba- São Paulo- Brazil,-23.48611,-46.34833,1,2020-03-25 06:14:55+00:00,e vamos de febre as 3:15 da manhã 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:12:26+00:00,Mais uma noi t eeee mais uma doseeee
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:09:58+00:00,Estou com dor de garganta dor de cabeça e parece estar vindo uma febre. Devo me preocupar?
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:06:03+00:00,Usa droga de madrugada tá maluca,, tem que ser no mínimo de manhã né
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:05:25+00:00,É a música bk kkkkkkkkkkkkkk
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:02:33+00:00,Mds que falta de ar do crlh
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 06:01:24+00:00,dificuldade pra respirar vo morre
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 05:56:16+00:00,Saporra é proibido mas alivia
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 05:52:14+00:00,Surfando igual medina
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 05:46:56+00:00,to chorando porque to com febre e por causa do sonho
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 05:38:54+00:00,ainda acordei morrendo de febre
150,São José dos Campos- São Paulo- Brazil,-23.17944,-45.88694,1,2020-03-25 05:37:02+00:00,Estou desd semana passada tomando remédio e até agora minha tosse não melhorou
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 05:31:33+00:00,falta de AR que ODIO
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 05:31:10+00:00,Já tratou a tosse?
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 05:08:31+00:00,e eu sigo quase morrendo de falta de ar
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 05:03:37+00:00,to com uma tosse mto seca nunca tive isso
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 05:02:05+00:00,Tive tosse e febre ! Passou e agora estou bem !
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 05:00:52+00:00,Minha mãe tá tão preocupada com o corona que eu falei que tava com frio ela já foi atrás de um termômetro pra ver se eu não estava com febre
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 05:00:32+00:00,pqp to com dor de cabeça e febre é agr q a morte vem
148,Sorocaba- São Paulo- Brazil,-23.50167,-47.45806,1,2020-03-25 04:59:26+00:00,Fora q essas horas ataca e é uma tosse seca do Caraío daqui a pouco meus sogros vão me xinga de tanto q eu tô tossindo kkkk
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 04:54:27+00:00,e eu que tive crise de panico e comecou a me dar falta de ar e ai eu comecei a sentir todos os sintomas (?) isso foi sabado e eu realmente achei que ia morrer
150,São José dos Campos- São Paulo- Brazil,-23.17944,-45.88694,1,2020-03-25 04:53:30+00:00,nossa eu tô com uma tosse que parece que eu fumei sessenta e cinco cigarro
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 04:52:03+00:00,Maluvo que tosse chata to começando a ficar com medo do coronga de vdd agr
150,São José dos Campos- São Paulo- Brazil,-23.17944,-45.88694,1,2020-03-25 04:51:04+00:00,Febre pfvr vai embora
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 04:50:35+00:00,As primeiras cinco temporadas de the walking dead se resumem no Rick olhando pro Carl e pensando "esse muleque é doente não é possível"
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 04:48:32+00:00,Mas ela disse ter sinusite. Ok. Só que desde ontem ela tá com crises de dor de cabeça e falta de ar. Cada vez que escuto ela respirando falho imagina o cagaço que cria em mim. Óbvio que isso é da sinusite atacada. Mas sabe ... Estamos vivendo dias de terror puro.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 04:48:00+00:00,Bolsonaro deve estar com covid-19 e a febre está o fazendo delirar
181,Capão Redondo- São Paulo- Brazil,-23.65507,-47.63244,1,2020-03-25 04:47:47+00:00,Amiga tô esperando receber para ir comprar um inalador! Tenho certeza que vou melhorar. Mas é isso tô com ansiedade fudida. Dor no peito tmb não tô com febre tmb.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 04:47:36+00:00,Eu juro que por um momento eu fiquei com tanto ódio por esse burro do caralho do presidente que me deu uma crise de ansiedade e eu fiquei com falta de ar não da pra entender UM FILHA DA PUTA DESSES na moral
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 04:45:04+00:00,Testes em hospital público só em casos graves mesmo tipo febre alta e falta de ar pesada. Comentei num grupo sobre o que tá rolando no hospital onde eu levei minha mãe. Te mando no whatsapp.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,1,2020-03-25 04:44:40+00:00,Até entã: dor de cabeça ok coriza e congestão nasal ok e tosse pra cacete ok meu deus
